Date,SPY,QQQ,DIA,IWM,XLF,XLE,XLK,XLV,IGV,SMH,SOXX,GLD,SLV,USO,UNG,TLT,HYG,LQD,EEM,FXI,EWJ,EWY,EWZ
2026-04-08,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-09,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-10,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-13,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-14,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-15,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-16,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-17,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-20,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-21,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-22,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-23,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-24,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-27,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-28,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-29,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-04-30,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-01,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-04,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-05,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-06,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-07,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-08,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-11,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-12,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-13,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-14,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-15,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-18,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-19,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-20,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-21,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-22,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-25,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-26,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-27,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-28,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-05-29,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-01,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-02,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-03,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-04,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-05,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-08,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-09,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-10,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-11,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-12,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-15,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-16,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-17,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-18,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-19,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-22,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-23,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-24,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-25,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-26,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-29,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-06-30,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-01,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-02,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-03,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-06,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-07,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-08,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-09,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-10,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-13,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-14,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-15,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-16,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,,12084600.0,,,,,,,,
2026-07-17,917782016,393100000,81242896.0,,883444992,186424000,,,,11670900.0,,260300000,,119100000.0,,,,,,,,,
2026-07-20,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-21,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-22,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-23,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-24,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-27,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-28,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-29,917782016,393100000,,,883444992,186424000,,,,11670900.0,,260300000,,,,,,,,,,,
2026-07-30,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-07-31,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-08-03,917782016,393100000,,,883444992,186424000,,,,,,260300000,,,,,,,,,,,
2026-08-04,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-08-05,917782016,393100000,,,883444992,186424000,,,,,,260300000,,,,,,,,,,,
2026-08-07,917782016,393100000,,,883444992,186424000,,,,,,260300000,,,,,,,,,,,
2026-08-10,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-08-11,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-08-12,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-08-13,917782016,393100000,,,883444992,186424000,,,,,,260300000,,,,,,,,,,,
2026-08-14,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-08-17,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-08-18,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
2026-08-19,917782016,393100000,81242896.0,,883444992,186424000,272056000.0,197415008.0,,11670900.0,,260300000,,119100000.0,12084600.0,,,,,,,,
